Light,Temperature,Humidity,Result
38.00,         40.00,         75.00,         3.00
10.00,         33.00,         42.00,         2.00
0.00,         25.00,         24.00,         1.00
2.00,         33.00,         30.00,         1.00
42.00,         29.00,         61.00,         2.00
17.00,         31.00,         50.00,         2.00
45.00,         44.00,         81.00,         3.00
1.00,         37.00,         43.00,         2.00
32.00,         42.00,         77.00,         2.00
3.00,         38.00,         80.00,         1.00
42.00,         28.00,         42.00,         3.00
40.00,         41.00,         64.00,         3.00
22.00,         32.00,         29.00,         2.00
27.00,         36.00,         76.00,         2.00
34.00,         25.00,         85.00,         1.00
22.00,         33.00,         49.00,         2.00
48.00,         42.00,         87.00,         3.00
12.00,         38.00,         95.00,         1.00
29.00,         27.00,         83.00,         1.00
17.00,         35.00,         41.00,         2.00
28.00,         44.00,         41.00,         3.00
32.00,         28.00,         84.00,         2.00
34.00,         32.00,         54.00,         2.00
27.00,         37.00,         71.00,         2.00
3.00,         42.00,         21.00,         2.00
38.00,         41.00,         74.00,         3.00
24.00,         31.00,         64.00,         2.00
23.00,         43.00,         38.00,         2.00
41.00,         37.00,         44.00,         4.00
17.00,         43.00,         95.00,         1.00
19.00,         34.00,         91.00,         1.00
13.00,         41.00,         41.00,         2.00
10.00,         28.00,         93.00,         1.00
15.00,         26.00,         22.00,         1.00
46.00,         27.00,         59.00,         1.00
19.00,         40.00,         22.00,         2.00
46.00,         44.00,         82.00,         3.00
15.00,         26.00,         29.00,         1.00
2.00,         31.00,         56.00,         1.00
38.00,         36.00,         67.00,         3.00
1.00,         35.00,         77.00,         1.00
44.00,         31.00,         40.00,         3.00
4.00,         37.00,         28.00,         2.00
19.00,         44.00,         80.00,         2.00
13.00,         30.00,         54.00,         2.00
14.00,         35.00,         49.00,         2.00
24.00,         35.00,         35.00,         2.00
16.00,         43.00,         98.00,         1.00
18.00,         35.00,         96.00,         1.00
12.00,         38.00,         40.00,         2.00
8.00,         39.00,         30.00,         2.00
23.00,         24.00,         65.00,         1.00
4.00,         33.00,         62.00,         1.00
7.00,         30.00,         45.00,         2.00
20.00,         32.00,         43.00,         2.00
22.00,         43.00,         65.00,         2.00
30.00,         41.00,         42.00,         3.00
5.00,         38.00,         26.00,         2.00
46.00,         32.00,         29.00,         3.00
17.00,         29.00,         20.00,         2.00
15.00,         25.00,         35.00,         1.00
1.00,         31.00,         43.00,         1.00
16.00,         24.00,         65.00,         1.00
6.00,         44.00,         97.00,         1.00
43.00,         42.00,         74.00,         3.00
9.00,         39.00,         22.00,         2.00
29.00,         31.00,         33.00,         2.00
17.00,         25.00,         89.00,         1.00
21.00,         24.00,         32.00,         1.00
26.00,         39.00,         21.00,         3.00
11.00,         39.00,         42.00,         2.00
40.00,         42.00,         33.00,         4.00
15.00,         30.00,         43.00,         2.00
20.00,         23.00,         61.00,         1.00
41.00,         23.00,         93.00,         1.00
28.00,         23.00,         51.00,         1.00
32.00,         42.00,         93.00,         1.00
24.00,         39.00,         29.00,         2.00
31.00,         23.00,         88.00,         1.00
41.00,         23.00,         20.00,         3.00
0.00,         30.00,         62.00,         1.00
47.00,         35.00,         87.00,         2.00
23.00,         27.00,         75.00,         1.00
49.00,         26.00,         26.00,         3.00
0.00,         25.00,         66.00,         1.00
28.00,         32.00,         69.00,         2.00
21.00,         25.00,         32.00,         1.00
12.00,         31.00,         86.00,         1.00
47.00,         28.00,         88.00,         1.00
42.00,         32.00,         80.00,         2.00
39.00,         27.00,         32.00,         3.00
4.00,         37.00,         95.00,         1.00
6.00,         27.00,         32.00,         1.00
38.00,         41.00,         62.00,         3.00
40.00,         27.00,         65.00,         1.00
3.00,         29.00,         53.00,         1.00
33.00,         23.00,         83.00,         1.00
15.00,         28.00,         32.00,         2.00
45.00,         42.00,         76.00,         3.00
3.00,         27.00,         57.00,         1.00
5.00,         39.00,         74.00,         1.00
4.00,         31.00,         62.00,         1.00
48.00,         23.00,         79.00,         1.00
46.00,         40.00,         24.00,         4.00
1.00,         43.00,         63.00,         1.00
49.00,         42.00,         79.00,         3.00
17.00,         32.00,         97.00,         1.00
3.00,         37.00,         39.00,         2.00
1.00,         36.00,         92.00,         1.00
7.00,         25.00,         23.00,         1.00
36.00,         36.00,         76.00,         2.00
2.00,         31.00,         75.00,         1.00
46.00,         43.00,         44.00,         4.00
24.00,         28.00,         36.00,         2.00
41.00,         39.00,         23.00,         4.00
2.00,         26.00,         69.00,         1.00
2.00,         24.00,         85.00,         1.00
29.00,         23.00,         93.00,         1.00
23.00,         28.00,         48.00,         2.00
46.00,         25.00,         30.00,         3.00
12.00,         34.00,         23.00,         2.00
8.00,         43.00,         28.00,         2.00
11.00,         32.00,         74.00,         1.00
31.00,         27.00,         68.00,         1.00
31.00,         43.00,         63.00,         2.00
44.00,         44.00,         84.00,         3.00
20.00,         30.00,         21.00,         2.00
33.00,         28.00,         48.00,         2.00
38.00,         40.00,         92.00,         3.00
20.00,         38.00,         80.00,         2.00
11.00,         40.00,         59.00,         2.00
3.00,         44.00,         79.00,         1.00
23.00,         41.00,         91.00,         1.00
6.00,         28.00,         93.00,         1.00
29.00,         31.00,         50.00,         2.00
4.00,         30.00,         29.00,         1.00
38.00,         25.00,         79.00,         1.00
19.00,         36.00,         21.00,         2.00
10.00,         44.00,         37.00,         2.00
39.00,         27.00,         28.00,         3.00
39.00,         36.00,         44.00,         4.00
35.00,         43.00,         78.00,         2.00
6.00,         39.00,         63.00,         2.00
37.00,         42.00,         31.00,         4.00
27.00,         39.00,         53.00,         3.00
11.00,         39.00,         73.00,         2.00
48.00,         28.00,         70.00,         2.00
28.00,         32.00,         88.00,         1.00
3.00,         30.00,         62.00,         1.00
31.00,         28.00,         46.00,         2.00
1.00,         28.00,         53.00,         1.00
